Brand,Title,Selling Price,MRP Price,Average Rating,Rating Count,Web URL
Aurelia,Aurelia Green Printed Straight Kurta,₹1299.00,₹1299.00,0,0,https://www.tatacliq.com/aurelia-green-printed-straight-kurta/p-mp000000019627280
Rangmanch by Pantaloons,Rangmanch by Pantaloons Sea Green Floral Print A Line Kurta,₹1049.00,₹1049.00,4.0,1,https://www.tatacliq.com/rangmanch-by-pantaloons-sea-green-floral-print-a-line-kurta/p-mp000000019380221
Utsa,Utsa by Westside Aqua Green Jacquard Embroidery Kurta with Inner,₹1699.00,₹1699.00,5.0,2,https://www.tatacliq.com/utsa-by-westside-aqua-green-jacquard-embroidery-kurta-with-inner/p-mp000000019681397
W,W Green Embroidered A Line Kurta,₹1999.00,₹1999.00,0,0,https://www.tatacliq.com/w-green-embroidered-a-line-kurta/p-mp000000019373291
Anubhutee,Anubhutee Turquoise Silk Floral Print A Line Kurta,₹699.00,₹2199.00,4.33,3,https://www.tatacliq.com/anubhutee-turquoise-silk-floral-print-a-line-kurta/p-mp000000018580856
Skylee,Skylee Blue Embroidered Straight Kurta,₹499.00,₹2130.00,0,0,https://www.tatacliq.com/skylee-blue-embroidered-straight-kurta/p-mp000000016403246
W,Wishful by W Green Embellished A Line Kurta,₹1439.00,₹3599.00,3.0,3,https://www.tatacliq.com/wishful-by-w-green-embellished-a-line-kurta/p-mp000000012489231
Yufta,Yufta Teal Blue Embroidered Straight Kurta,₹599.00,₹1999.00,0,0,https://www.tatacliq.com/yufta-teal-blue-embroidered-straight-kurta/p-mp000000015195180
Rangmanch by Pantaloons,Rangmanch by Pantaloons Mauve Floral Print A Line Kurta,₹1049.00,₹1049.00,5.0,1,https://www.tatacliq.com/rangmanch-by-pantaloons-mauve-floral-print-a-line-kurta/p-mp000000019380225
Utsa,Utsa by Westside Pink Zari Embroidered Kurta,₹1299.00,₹1299.00,5.0,1,https://www.tatacliq.com/utsa-by-westside-pink-zari-embroidered-kurta/p-mp000000019681849
Rangmanch by Pantaloons,Rangmanch by Pantaloons Purple Printed A Line Kurta,₹1299.00,₹1299.00,1.0,1,https://www.tatacliq.com/rangmanch-by-pantaloons-purple-printed-a-line-kurta/p-mp000000018519229
Utsa,Utsa by Westside Aqua Blue Zari Embroidered Striped A-Line Kurta,₹1299.00,₹1299.00,5.0,1,https://www.tatacliq.com/utsa-by-westside-aqua-blue-zari-embroidered-striped-a-line-kurta/p-mp000000019681404
W,W Blue Printed A Line Kurta,₹2299.00,₹2299.00,0,0,https://www.tatacliq.com/w-blue-printed-a-line-kurta/p-mp000000019373564
Utsa,Utsa by Westside Blue Bandhani Printed Kurta with Inner,₹1499.00,₹1499.00,0,0,https://www.tatacliq.com/utsa-by-westside-blue-bandhani-printed-kurta-with-inner/p-mp000000019681596
W,W Navy Embroidered Straight Kurta,₹899.00,₹1799.00,3.0,1,https://www.tatacliq.com/w-navy-embroidered-straight-kurta/p-mp000000014404090
Aurelia,Aurelia Red Embellished Straight Kurta,₹1399.00,₹1399.00,0,0,https://www.tatacliq.com/aurelia-red-embellished-straight-kurta/p-mp000000019867940
Ishin,Ishin Yellow Embroidered Straight Kurta,₹1079.60,₹2699.00,0,0,https://www.tatacliq.com/ishin-yellow-embroidered-straight-kurta/p-mp000000019608759
Utsa,Utsa by Westside Diamante Embellished Magenta Kurti,₹999.00,₹999.00,5.0,3,https://www.tatacliq.com/utsa-by-westside-diamante-embellished-magenta-kurti/p-mp000000019681652
Janasya,Janasya Pink Floral Print A Line Kurta,₹1199.00,₹2799.00,2.5,2,https://www.tatacliq.com/janasya-pink-floral-print-a-line-kurta/p-mp000000016762750
Indi Inside,Indi Inside Pink Cotton Printed Anarkali Kurta,₹880.00,₹1999.00,0,0,https://www.tatacliq.com/indi-inside-pink-cotton-printed-anarkali-kurta/p-mp000000018729319
Yufta,Yufta Pink Cotton Striped Straight Kurta,₹699.00,₹1999.00,3.25,4,https://www.tatacliq.com/yufta-pink-cotton-striped-straight-kurta/p-mp000000016110968
Rangita,Rangita Navy Printed Anarkali Kurta,₹999.00,₹1799.00,4.0,1,https://www.tatacliq.com/rangita-navy-floral-print-anarkali-kurta/p-mp000000015615359
Rangmanch by Pantaloons,Rangmanch by Pantaloons Mustard Printed A Line Kurta,₹935.00,₹1099.00,0,0,https://www.tatacliq.com/rangmanch-by-pantaloons-mustard-printed-a-line-kurta/p-mp000000017829869
Utsa,Utsa by Westside Red Zari Embroidered Kurta,₹1299.00,₹1299.00,4.09,11,https://www.tatacliq.com/utsa-by-westside-red-zari-embroidered-kurta/p-mp000000019444648
Rangmanch by Pantaloons,Rangmanch by Pantaloons Green Cotton Printed Straight Kurta,₹799.00,₹799.00,0,0,https://www.tatacliq.com/rangmanch-by-pantaloons-green-cotton-printed-straight-kurta/p-mp000000019122382
Utsa,Utsa by Westside Green Zari Embroidered Kurta,₹1299.00,₹1299.00,4.0,8,https://www.tatacliq.com/utsa-by-westside-green-zari-embroidered-kurta/p-mp000000019444643
Rangita,Rangita Black Printed Flared Kurta,₹999.00,₹1999.00,0,0,https://www.tatacliq.com/rangita-black-printed-flared-kurta/p-mp000000019627954
Juniper,Juniper Green Printed Straight Kurta,₹799.00,₹1699.00,4.18,45,https://www.tatacliq.com/juniper-green-printed-straight-kurta/p-mp000000014192436
Biba,Biba Red Embroidered Straight Kurta,₹1019.00,₹1699.00,3.0,1,https://www.tatacliq.com/biba-red-embroidered-straight-kurta/p-mp000000015489485
Utsa,Utsa by Westside Red Floral Printed Kurta,₹1499.00,₹1499.00,4.67,6,https://www.tatacliq.com/utsa-by-westside-red-floral-printed-kurta/p-mp000000019444626
Utsa,Utsa by Westside Black Buna Embroidery Anarkali Kurta,₹1499.00,₹1499.00,4.89,9,https://www.tatacliq.com/utsa-by-westside-black-buna-embroidery-anarkali-kurta/p-mp000000019444606
Utsa,Utsa by Westside Mustard Box-Pleated Printed A-Line Kurta,₹1299.00,₹1299.00,5.0,2,https://www.tatacliq.com/utsa-by-westside-mustard-box-pleated-printed-a-line-kurta/p-mp000000019365676
Utsa,Utsa by Westside Maroon Printed A-Line Kurta,₹1299.00,₹1299.00,4.09,11,https://www.tatacliq.com/utsa-by-westside-maroon-printed-a-line-kurta/p-mp000000019290310
Ishin,Ishin Purple Printed Straight Kurta,₹1519.60,₹3799.00,0,0,https://www.tatacliq.com/ishin-purple-printed-straight-kurta/p-mp000000019608706
W,W Red Printed Straight Kurta,₹999.00,₹1999.00,4.0,2,https://www.tatacliq.com/w-red-printed-straight-kurta/p-mp000000014190331
W,Folksong By W Blue Printed Straight Kurta,₹2499.00,₹2499.00,0,0,https://www.tatacliq.com/folksong-by-w-blue-printed-straight-kurta/p-mp000000016888173
Utsa,Utsa by Westside Red Buna Embroidery Yoke Kalidar Kurta,₹1699.00,₹1699.00,3.86,7,https://www.tatacliq.com/utsa-by-westside-red-buna-embroidery-yoke-kalidar-kurta/p-mp000000019290377
Utsa,Utsa by Westside Off White Mirror Embroidered Kurta,₹1699.00,₹1699.00,4.5,6,https://www.tatacliq.com/utsa-by-westside-off-white-mirror-embroidered-kurta/p-mp000000019290465
Ishin,Ishin Pink Printed Flared Kurta,₹1099.00,₹4099.00,0,0,https://www.tatacliq.com/ishin-pink-printed-flared-kurta/p-mp000000017228588
Utsa,Utsa by Westside Green Buna Embroidery Yoke Kalidar Kurta,₹1699.00,₹1699.00,4.13,8,https://www.tatacliq.com/utsa-by-westside-green-buna-embroidery-yoke-kalidar-kurta/p-mp000000019290416
W,W Yellow Cotton Embroidered Straight Kurta,₹1034.00,₹2299.00,3.0,1,https://www.tatacliq.com/w-yellow-cotton-embroidered-straight-kurta/p-mp000000016926264
W,W Yellow Printed A Line Kurta,₹1139.00,₹1899.00,0,0,https://www.tatacliq.com/w-yellow-printed-a-line-kurta/p-mp000000017354113
Biba,Biba Pink Cotton Printed A Line Kurta,₹1399.00,₹2799.00,4.5,4,https://www.tatacliq.com/biba-pink-cotton-printed-a-line-kurta/p-mp000000007079669
Ishin,Ishin Blue Printed Flared Kurta,₹1449.00,₹3799.00,2.0,2,https://www.tatacliq.com/ishin-blue-printed-flared-kurta/p-mp000000017228554
Utsa,Utsa by Westside Green Printed Front Slit Kurta,₹1299.00,₹1299.00,5.0,4,https://www.tatacliq.com/utsa-by-westside-green-printed-front-slit-kurta/p-mp000000019290389
Biba,Biba Navy Printed Straight Kurta,₹1299.00,₹1299.00,5.0,1,https://www.tatacliq.com/biba-navy-printed-straight-kurta/p-mp000000019267741
W,W Orange Cotton Straight Kurta,₹1034.00,₹2299.00,4.0,1,https://www.tatacliq.com/w-orange-cotton-straight-kurta/p-mp000000016049435
Biba,Biba Yellow Printed Straight Kurta,₹1299.00,₹1299.00,3.0,2,https://www.tatacliq.com/biba-yellow-printed-straight-kurta/p-mp000000018532049
Zuba,Zuba by Westside Beige Hand Embroidered Umbrella Kurta with Camisole,₹2999.00,₹2999.00,0,0,https://www.tatacliq.com/zuba-by-westside-beige-hand-embroidered-umbrella-kurta-with-camisole/p-mp000000019290241
Yufta,Yufta Maroon Cotton Embroidered Anarkali Kurta,₹999.00,₹2499.00,3.48,67,https://www.tatacliq.com/yufta-maroon-cotton-embroidered-anarkali-kurta/p-mp000000008766936
W,W Pink Floral Print Straight Kurta,₹899.00,₹1999.00,0,0,https://www.tatacliq.com/w-pink-floral-print-straight-kurta/p-mp000000016540938
Janasya,Janasya Mustard Woven Pattern Flared Kurta,₹1259.00,₹2599.00,4.17,12,https://www.tatacliq.com/janasya-mustard-woven-pattern-flared-kurta/p-mp000000016762666
Biba,Biba Rust Embroidered Flared Kurta,₹3999.00,₹3999.00,0,0,https://www.tatacliq.com/biba-rust-embroidered-flared-kurta/p-mp000000019268004
Diza,Diza by Westside Sleeve Embroidered Red Kurta,₹1499.00,₹1499.00,4.0,3,https://www.tatacliq.com/diza-by-westside-sleeve-embroidered-red-kurta/p-mp000000019563990
W,W Navy Embroidered Straight Kurta,₹1899.00,₹1899.00,0,0,https://www.tatacliq.com/w-navy-embroidered-straight-kurta/p-mp000000019181482
Utsa,Utsa by Westside White Schiffli Design Straight Kurti,₹1299.00,₹1299.00,4.86,7,https://www.tatacliq.com/utsa-by-westside-white-schiffli-design-straight-kurti/p-mp000000016887998
Fabindia,Fabindia Green Printed Straight Kurta,₹6199.00,₹6199.00,0,0,https://www.tatacliq.com/fabindia-green-printed-straight-kurta/p-mp000000019003453
Biba,Biba Magenta Printed Fit & Flare Kurta With Jacket,₹4599.00,₹4599.00,3.0,1,https://www.tatacliq.com/biba-magenta-printed-fit-flare-kurta-with-jacket/p-mp000000019267850
Biba,Biba Maroon Embroidered Straight Kurta,₹2999.00,₹2999.00,0,0,https://www.tatacliq.com/biba-maroon-embroidered-straight-kurta/p-mp000000019267757
Utsa,Utsa by Westside Red Mirror Embroidered Crop Top,₹999.00,₹999.00,4.0,4,https://www.tatacliq.com/utsa-by-westside-red-mirror-embroidered-crop-top/p-mp000000018937272
Utsa,Utsa by Westside Off-White Mirror Embroidered Crop Blouse,₹999.00,₹999.00,4.17,6,https://www.tatacliq.com/utsa-by-westside-off-white-mirror-embroidered-crop-blouse/p-mp000000018937168
Diza,Diza by Westside Booti Embroidery Maroon Kurta,₹1899.00,₹1899.00,4.67,6,https://www.tatacliq.com/diza-by-westside-booti-embroidery-maroon-kurta/p-mp000000019444520
Global Desi,Global Desi Pink Printed Kurta,₹999.00,₹2999.00,0,0,https://www.tatacliq.com/global-desi-pink-printed-kurta/p-mp000000011760210
Melange by Lifestyle,Melange by Lifestyle Fuchsia Linen Straight Kurta,₹2548.00,₹2999.00,5.0,2,https://www.tatacliq.com/melange-by-lifestyle-fuchsia-linen-straight-kurta/p-mp000000018737148
Melange by Lifestyle,Melange by Lifestyle Pink Cotton Printed A Line Kurta,₹1149.00,₹2299.00,0,0,https://www.tatacliq.com/melange-by-lifestyle-pink-cotton-printed-a-line-kurta/p-mp000000017525432
Diza,Diza by Westside Booti Embroidery Yellow Kurta,₹1899.00,₹1899.00,0,0,https://www.tatacliq.com/diza-by-westside-booti-embroidery-yellow-kurta/p-mp000000019444518
Melange by Lifestyle,Melange by Lifestyle Grey Printed Straight Kurti,₹448.00,₹499.00,5.0,1,https://www.tatacliq.com/melange-by-lifestyle-grey-printed-straight-kurti/p-mp000000019327532
Rangmanch by Pantaloons,Rangmanch By Pantaloons Blue Cotton Printed A Line Kurta,₹1599.00,₹1599.00,0,0,https://www.tatacliq.com/rangmanch-by-pantaloons-blue-cotton-printed-a-line-kurta/p-mp000000019551748
Diza,Diza by Westside Booti Embroidery Cream Kurta,₹1899.00,₹1899.00,5.0,2,https://www.tatacliq.com/diza-by-westside-booti-embroidery-cream-kurta/p-mp000000019444523
Diza,Diza by Westside Booti Embroidery Black Kurta,₹1899.00,₹1899.00,4.67,6,https://www.tatacliq.com/diza-by-westside-booti-embroidery-black-kurta/p-mp000000019444510
W,W Green Embellished A Line Kurta,₹2599.00,₹2599.00,0,0,https://www.tatacliq.com/w-green-embellished-a-line-kurta/p-mp000000019373218
Melange by Lifestyle,Melange by Lifestyle Pink Woven Pattern Anarkali Kurta,₹1838.00,₹2299.00,0,0,https://www.tatacliq.com/melange-by-lifestyle-pink-woven-pattern-anarkali-kurta/p-mp000000019097861
Zuba,Zuba by Westside Blue Printed Anarkali Jamdani Kurta,₹2999.00,₹2999.00,3.67,3,https://www.tatacliq.com/zuba-by-westside-blue-printed-anarkali-jamdani-kurta/p-mp000000018937174
Fabindia,Fabindia Green Cotton Silk Embroidered A Line Short Kurti,₹2399.00,₹2399.00,0,0,https://www.tatacliq.com/fabindia-green-cotton-silk-embroidered-a-line-short-kurti/p-mp000000019003229
Diza,Diza by Westside Magenta Zari Embroidered Straight Kurta,₹1699.00,₹1699.00,4.0,1,https://www.tatacliq.com/diza-by-westside-magenta-zari-embroidered-straight-kurta/p-mp000000019790996
Zuba,Zuba by Westside Pink Floral Printed Kurta,₹1599.00,₹1599.00,4.5,2,https://www.tatacliq.com/zuba-by-westside-pink-floral-printed-kurta/p-mp000000019564072
Anubhutee,Anubhutee Teal Embroidered A Line Kurta,₹1050.00,₹2999.00,3.83,6,https://www.tatacliq.com/anubhutee-teal-embroidered-a-line-kurta/p-mp000000018580870
Zuba,Zuba by Westside Black Floral Printed Anarkali Kurta,₹2599.00,₹2599.00,5.0,1,https://www.tatacliq.com/zuba-by-westside-black-floral-printed-anarkali-kurta/p-mp000000019444572
Aurelia,Aurelia Blue Cotton Printed A Line Kurta,₹1199.00,₹2999.00,5.0,3,https://www.tatacliq.com/aurelia-blue-cotton-printed-a-line-kurta/p-mp000000016047656
Rangmanch by Pantaloons,Rangmanch by Pantaloons Teal Blue Embroidered Straight Kurta,₹1599.00,₹1599.00,5.0,1,https://www.tatacliq.com/rangmanch-by-pantaloons-teal-blue-embroidered-straight-kurta/p-mp000000018993182
Ishin,Ishin Pink Printed A Line Kurta,₹1870.00,₹4799.00,5.0,1,https://www.tatacliq.com/ishin-pink-printed-a-line-kurta/p-mp000000018827748
Melange by Lifestyle,Melange by Lifestyle Sage Green Woven Pattern Straight Kurta,₹1798.00,₹1999.00,0,0,https://www.tatacliq.com/melange-by-lifestyle-sage-green-woven-pattern-straight-kurta/p-mp000000019097995
Utsa,Utsa by Westside Mustard Embroidered A-Line Kurta,₹1299.00,₹1299.00,4.86,7,https://www.tatacliq.com/utsa-by-westside-mustard-embroidered-a-line-kurta/p-mp000000019171497
Utsa,Utsa by Westside Coral Embroidered A-Line Kurta,₹1299.00,₹1299.00,4.2,5,https://www.tatacliq.com/utsa-by-westside-coral-embroidered-a-line-kurta/p-mp000000019171454
Utsa,Utsa by Westside Mint Green Embroidered A-Line Kurta,₹1299.00,₹1299.00,4.71,7,https://www.tatacliq.com/utsa-by-westside-mint-green-embroidered-a-line-kurta/p-mp000000019365484
Biba,Biba Orange Printed Straight Kurta,₹1599.00,₹1599.00,0,0,https://www.tatacliq.com/biba-orange-printed-straight-kurta/p-mp000000019267857
Anubhutee,Anubhutee Maroon Cotton Embellished Straight Kurta,₹749.00,₹2199.00,5.0,1,https://www.tatacliq.com/anubhutee-maroon-cotton-embellished-straight-kurta/p-mp000000018580877
Jaipur Kurti,Jaipur Kurti Peach Floral Print Kurta,₹1809.00,₹3299.00,0,0,https://www.tatacliq.com/jaipur-kurti-peach-floral-print-kurta/p-mp000000019378884
Melange by Lifestyle,Melange by Lifestyle Beige Embroidered Straight Kurta,₹1299.00,₹1299.00,0,0,https://www.tatacliq.com/melange-by-lifestyle-beige-embroidered-straight-kurta/p-mp000000019989014
Aurelia,Aurelia Brown Embellished Flared Kurta,₹2999.00,₹2999.00,0,0,https://www.tatacliq.com/aurelia-brown-embellished-flared-kurta/p-mp000000019373096
W,W Yellow Printed Fit and Flare Kurta,₹2299.00,₹2299.00,0,0,https://www.tatacliq.com/w-yellow-printed-fit-and-flare-kurta/p-mp000000019181531
Rangita,Rangita Teal Blue Floral Print Anarkali Kurta,₹1249.00,₹2099.00,3.83,6,https://www.tatacliq.com/rangita-teal-blue-floral-print-anarkali-kurta/p-mp000000015613869
Biba,Biba Navy Cotton Checks A Line Kurta,₹2599.00,₹2599.00,0,0,https://www.tatacliq.com/biba-navy-cotton-checks-a-line-kurta/p-mp000000019647716
Anubhutee,Anubhutee Black Silk Embellished A Line Kurta,₹799.00,₹2499.00,4.0,1,https://www.tatacliq.com/anubhutee-black-silk-embellished-a-line-kurta/p-mp000000018580868
Vark,Vark by Westside Maroon Floral Embroidered Anarkali Kurta With Dupatta,₹3799.00,₹3799.00,3.67,3,https://www.tatacliq.com/vark-by-westside-maroon-floral-embroidered-anarkali-kurta-with-dupatta/p-mp000000019564018
Biba,Biba Black & Grey Rayon Printed Straight Kurta,₹1599.00,₹1599.00,0,0,https://www.tatacliq.com/biba-black-grey-rayon-printed-straight-kurta/p-mp000000019267859
Indi Inside,Indi Inside Grey Cotton Printed Anarkali Kurta,₹960.00,₹1999.00,4.17,6,https://www.tatacliq.com/indi-inside-grey-cotton-printed-anarkali-kurta/p-mp000000018729456
Utsa,Utsa by Westside Black Embroidered A-Line Kurta,₹1199.00,₹1199.00,3.0,4,https://www.tatacliq.com/utsa-by-westside-black-embroidered-a-line-kurta/p-mp000000018112593
Melange by Lifestyle,Melange by Lifestyle Yellow Woven Pattern Anarkali Kurta,₹1798.00,₹1999.00,0,0,https://www.tatacliq.com/melange-by-lifestyle-yellow-woven-pattern-anarkali-kurta/p-mp000000019098013
Anubhutee,Anubhutee Purple Cotton Embroidered Straight Kurta,₹899.00,₹2399.00,0,0,https://www.tatacliq.com/anubhutee-purple-cotton-embroidered-straight-kurta/p-mp000000019608481
Utsa,Utsa by Westside Embroidered Fuchsia Kurta,₹1299.00,₹1299.00,5.0,1,https://www.tatacliq.com/utsa-by-westside-embroidered-fuchsia-kurta/p-mp000000017730236
Ishin,Ishin Teal Printed Straight Kurta,₹950.00,₹2499.00,4.0,1,https://www.tatacliq.com/ishin-teal-printed-straight-kurta/p-mp000000018827827
Utsa,Utsa by Westside Off-White Floral Printed Dani Kurta,₹1499.00,₹1499.00,4.33,6,https://www.tatacliq.com/utsa-by-westside-off-white-floral-printed-dani-kurta/p-mp000000018731391
Rangmanch by Pantaloons,Rangmanch by Pantaloons Blue Embroidered Straight Kurta,₹1599.00,₹1599.00,0,0,https://www.tatacliq.com/rangmanch-by-pantaloons-blue-embroidered-straight-kurta/p-mp000000018993181
Melange by Lifestyle,Melange by Lifestyle Purple Cotton Embroidered Fit and Flare Kurta,₹1299.00,₹2599.00,0,0,https://www.tatacliq.com/melange-by-lifestyle-purple-cotton-embroidered-fit-and-flare-kurta/p-mp000000015367346
Utsa,Utsa by Westside Black Embroidered Kurta,₹1299.00,₹1299.00,3.33,9,https://www.tatacliq.com/utsa-by-westside-black-embroidered-kurta/p-mp000000018002074
Yufta,Yufta Pink Printed Straight Kaftan Kurta,₹799.00,₹1699.00,0,0,https://www.tatacliq.com/yufta-pink-printed-straight-kaftan-kurta/p-mp000000019889133
Abhishti,Abhishti Red Striped Straight Kurta,₹1889.30,₹2699.00,0,0,https://www.tatacliq.com/abhishti-red-striped-straight-kurta/p-mp000000018343613
Melange by Lifestyle,Melange by Lifestyle Green Embellished Straight Kurta,₹1168.00,₹1299.00,0,0,https://www.tatacliq.com/melange-by-lifestyle-green-embellished-straight-kurta/p-mp000000018737268
Aurelia,Aurelia Purple Printed Straight Kurta,₹1199.00,₹1199.00,0,0,https://www.tatacliq.com/aurelia-purple-printed-straight-kurta/p-mp000000018838855
INDIFUSION,INDIFUSION Yellow Cotton Embroidered Straight Kurta,₹2295.00,₹2295.00,0,0,https://www.tatacliq.com/indifusion-yellow-cotton-embroidered-straight-kurta/p-mp000000019912839
Marigold Lane,Marigold Lane Pink Embroidered Straight Kurta,₹1999.00,₹1999.00,5.0,1,https://www.tatacliq.com/marigold-lane-pink-embroidered-straight-kurta/p-mp000000018868588
